transaction_id,student_id,book_id,issue_date,return_date,status
T00460,S0723,B04616,2025-12-15,2026-06-10,Late Return
T00461,S0251,B03728,2026-02-10,2026-07-04,Late Return
T00462,S0158,B02153,2025-04-29,2026-04-07,Late Return
T00463,S0983,B02439,2026-01-04,2026-05-26,Late Return
T00464,S0529,B04413,2024-08-23,2026-03-29,Returned
T00465,S0127,B01007,2026-03-24,2026-08-06,Returned
T00466,S0418,B00712,2026-01-24,2026-03-03,Returned
T00467,S0574,B04101,2026-02-17,2026-07-27,Returned
T00468,S0558,B04733,2024-07-31,2025-02-07,Late Return
T00469,S0378,B02752,2026-02-14,2026-04-09,Late Return
T00470,S0502,B03621,2024-12-01,2024-12-21,Returned
T00471,S0008,B04126,2024-10-05,2025-01-07,Late Return
T00472,S0052,B04429,2026-06-30,2026-07-15,Late Return
T00473,S0050,B02020,2026-03-22,2026-04-04,Issued
T00474,S0628,B00680,2025-12-23,2026-06-25,Late Return
T00475,S0274,B03796,2024-08-14,2026-07-26,Returned
T00476,S0991,B02822,2026-03-30,2026-04-29,Issued
T00477,S0313,B03784,2025-05-28,2026-02-20,Issued
T00478,S0920,B03379,2026-04-26,2026-07-09,Returned
T00479,S0166,B03346,2025-06-22,2025-12-05,Issued
T00480,S0221,B02121,2025-07-19,2026-02-18,Returned
T00481,S0892,B00073,2025-07-07,2025-08-12,Late Return
T00482,S0748,B04432,2024-11-04,2025-02-14,Issued
T00483,S0247,B00646,2025-12-28,2026-06-12,Late Return
T00484,S0849,B03506,2025-01-30,2026-06-15,Returned
T00485,S0758,B02651,2026-02-05,2026-02-09,Issued
T00486,S0948,B00260,2025-04-13,2025-04-13,Issued
T00487,S0836,B03348,2024-10-06,2025-10-23,Returned
T00488,S0433,B03428,2025-11-30,2026-07-22,Late Return
T00489,S0166,B00136,2026-07-11,2026-08-12,Returned
T00490,S0494,B02235,2025-11-22,2026-02-17,Returned
T00491,S0566,B03639,2026-06-28,2026-08-14,Returned
T00492,S0480,B02998,2025-03-13,2025-08-04,Returned
T00493,S0805,B03178,2025-01-18,2026-05-13,Late Return
T00494,S0236,B04963,2026-03-03,2026-04-23,Returned
T00495,S0134,B01545,2026-04-03,2026-06-18,Late Return
T00496,S0441,B00387,2025-08-23,2025-11-24,Issued
T00497,S0100,B04320,2025-10-14,2026-01-09,Returned
T00498,S0320,B03628,2026-04-11,2026-07-25,Issued
T00499,S0269,B04850,2025-06-04,2025-11-06,Returned
T00500,S0478,B01774,2026-04-29,2026-05-22,Issued
T00501,S0122,B01690,2026-05-01,2026-07-06,Late Return
T00502,S0707,B00652,2025-01-03,2026-07-14,Late Return
T00503,S0774,B00731,2025-03-18,2025-08-01,Late Return
T00504,S0735,B03228,2025-10-26,2026-01-04,Returned
T00505,S0051,B00014,2026-02-21,2026-03-11,Returned
T00506,S0763,B01491,2025-09-11,2025-10-29,Late Return
T00507,S0303,B04675,2024-08-04,2025-12-01,Late Return
T00508,S0282,B00906,2026-05-24,2026-06-04,Issued
T00509,S0076,B03650,2026-05-13,2026-07-13,Returned
T00510,S0734,B04157,2025-06-11,2025-12-05,Late Return
T00511,S0338,B01093,2025-11-26,2026-04-10,Issued
T00512,S0743,B00528,2025-03-29,2026-03-26,Issued
T00513,S0718,B00914,2024-09-14,2025-12-18,Late Return
T00514,S0124,B04501,2025-04-27,2026-04-21,Returned
T00515,S0208,B03474,2024-09-29,2026-06-28,Returned
T00516,S0526,B04221,2025-01-11,2026-07-09,Issued
T00517,S0765,B01712,2026-07-06,2026-07-08,Late Return
T00518,S0794,B04892,2025-07-23,2026-04-30,Returned
T00519,S0893,B02259,2024-08-14,2025-01-31,Returned
T00520,S0925,B03051,2025-08-31,2026-06-08,Returned
T00521,S0191,B00443,2025-06-14,2026-02-09,Late Return
T00522,S0137,B01923,2026-02-19,2026-02-20,Late Return
T00523,S0096,B01029,2024-07-25,2026-05-22,Late Return
T00524,S0566,B04528,2025-05-07,2025-08-08,Issued
T00525,S0478,B02468,2024-09-26,2024-11-05,Late Return
T00526,S0161,B01804,2025-08-16,2026-05-28,Late Return
T00527,S0713,B01825,2025-07-23,2025-09-03,Issued
T00528,S0627,B02853,2026-02-11,2026-03-08,Late Return
T00529,S0675,B01153,2024-10-02,2026-01-05,Issued
T00530,S0222,B00478,2024-10-24,2026-03-25,Issued
T00531,S0815,B03024,2025-10-02,2026-07-01,Late Return
T00532,S0263,B03730,2024-11-27,2025-06-03,Issued
T00533,S0293,B04440,2026-06-04,2026-07-30,Issued
T00534,S0419,B01417,2025-04-23,2025-05-11,Late Return
T00535,S0545,B04631,2025-08-15,2026-02-28,Issued
T00536,S0854,B04157,2026-05-05,2026-06-03,Late Return
T00537,S0151,B02631,2026-02-01,2026-04-08,Late Return
T00538,S0840,B04525,2025-08-08,2025-12-27,Returned
T00539,S0373,B03350,2025-11-02,2026-08-15,Late Return
T00540,S0714,B04786,2024-11-26,2026-04-01,Late Return
T00541,S0594,B02730,2025-10-15,2026-04-12,Late Return
T00542,S0121,B04394,2025-07-19,2025-10-05,Returned
T00543,S0496,B00171,2025-01-23,2026-06-03,Late Return
T00544,S0841,B02528,2025-11-23,2026-06-13,Issued
T00545,S0209,B04564,2026-02-10,2026-04-02,Late Return
T00546,S0720,B04637,2025-06-24,2026-07-01,Returned
T00547,S0844,B00349,2025-10-06,2025-10-08,Issued
T00548,S0223,B00550,2025-07-24,2026-06-02,Returned
T00549,S0806,B04786,2024-08-22,2025-07-02,Late Return
T00550,S0638,B00218,2025-02-10,2026-02-01,Late Return
T00551,S0945,B02331,2026-05-18,2026-06-09,Late Return
T00552,S0875,B01857,2025-10-27,2026-03-27,Late Return
T00553,S0893,B03013,2025-05-02,2025-05-07,Issued
T00554,S0160,B01132,2025-09-22,2026-01-11,Returned
T00555,S0571,B04822,2026-05-04,2026-08-14,Issued
T00556,S0792,B02114,2025-08-04,2025-12-15,Issued
T00557,S0178,B00983,2024-08-15,2025-01-21,Late Return
T00558,S0403,B04246,2026-05-09,2026-06-19,Returned
T00559,S0224,B04412,2025-05-07,2025-09-28,Late Return
T00560,S0216,B00699,2024-12-20,2026-03-30,Late Return
T00561,S0287,B03055,2025-05-09,2025-05-11,Returned
T00562,S0927,B02466,2026-01-12,2026-06-14,Late Return
T00563,S0685,B02496,2024-08-19,2024-12-30,Issued
T00564,S0733,B02206,2025-06-25,2026-04-14,Returned
T00565,S0751,B03557,2024-10-23,2025-04-27,Late Return
T00566,S0587,B03812,2025-07-08,2025-10-24,Returned
T00567,S0936,B02391,2024-12-10,2025-08-05,Late Return
T00568,S0416,B00173,2026-01-02,2026-03-14,Returned
T00569,S0883,B02267,2025-01-13,2025-10-22,Returned
T00570,S0640,B02541,2024-10-03,2024-11-12,Late Return
T00571,S0033,B04496,2026-06-24,2026-07-15,Late Return
T00572,S0869,B00043,2024-11-24,2025-08-09,Issued
T00573,S0534,B02325,2025-05-16,2026-03-31,Returned
T00574,S0420,B04395,2026-01-15,2026-07-27,Issued
T00575,S0463,B01832,2025-01-26,2025-05-19,Issued
T00576,S0820,B02112,2024-11-09,2025-05-21,Returned
T00577,S0830,B00623,2026-02-06,2026-02-26,Late Return
T00578,S0012,B03974,2025-05-24,2025-10-08,Returned
T00579,S0836,B01018,2025-01-25,2025-07-24,Issued
T00580,S0954,B01539,2026-01-20,2026-07-25,Issued
T00581,S0541,B04009,2025-08-09,2025-11-07,Issued
T00582,S0883,B00895,2024-11-11,2026-06-06,Returned
T00583,S0576,B02815,2024-12-17,2026-01-04,Returned
T00584,S0367,B00603,2025-07-14,2025-12-22,Issued
T00585,S0489,B00289,2024-12-19,2026-05-23,Returned
T00586,S0073,B04026,2026-06-18,2026-06-28,Late Return
T00587,S0272,B03950,2025-07-04,2025-07-14,Returned
T00588,S0899,B00598,2024-09-22,2026-02-02,Returned
T00589,S0602,B03745,2025-08-31,2026-02-08,Late Return
T00590,S0159,B00537,2025-01-31,2025-10-21,Returned
T00591,S0538,B04684,2026-07-08,2026-07-08,Late Return
T00592,S0484,B00741,2024-11-23,2026-07-29,Late Return
T00593,S0342,B04017,2026-01-25,2026-03-19,Returned
T00594,S0510,B00471,2025-01-13,2026-07-13,Issued
T00595,S0224,B00909,2024-12-15,2026-07-25,Issued
T00596,S0786,B04638,2025-11-08,2026-02-23,Returned
T00597,S0642,B00370,2024-10-03,2026-06-21,Returned
T00598,S0611,B04356,2025-03-30,2026-02-26,Issued
T00599,S0742,B02957,2025-12-18,2025-12-28,Late Return
T00600,S0884,B02044,2024-11-13,2024-11-13,Late Return
T00601,S0976,B01891,2025-12-20,2026-06-08,Issued
T00602,S0326,B01511,2025-04-20,2025-07-20,Returned
T00603,S0704,B00657,2026-06-26,2026-07-09,Returned
T00604,S0853,B02964,2026-06-28,2026-08-06,Issued
T00605,S0893,B02800,2025-11-05,2026-04-02,Issued
T00606,S0273,B03285,2025-04-23,2026-05-05,Returned
T00607,S0564,B00465,2026-04-30,2026-07-31,Issued
T00608,S0373,B00560,2024-10-28,2025-03-21,Returned
T00609,S0232,B01396,2025-11-25,2026-05-22,Returned
T00610,S0929,B04991,2026-02-19,2026-03-12,Returned
T00611,S0741,B03626,2025-12-26,2026-05-21,Issued
T00612,S0170,B00837,2025-05-10,2025-07-14,Returned
T00613,S0207,B04023,2026-04-30,2026-06-10,Issued
T00614,S0356,B00540,2025-02-18,2026-03-08,Issued
T00615,S0025,B03086,2024-08-18,2025-04-10,Issued
T00616,S0833,B03485,2025-11-27,2026-01-02,Issued
T00617,S0499,B01681,2025-06-24,2026-01-18,Late Return
T00618,S0459,B00633,2025-08-20,2025-09-29,Late Return
T00619,S0682,B01102,2025-07-24,2025-08-17,Returned
T00620,S0884,B04817,2025-12-14,2026-02-28,Late Return
T00621,S0957,B01337,2025-08-04,2026-05-13,Returned
T00622,S0931,B01006,2026-07-03,2026-07-12,Late Return
T00623,S0619,B00855,2026-02-08,2026-04-23,Issued
T00624,S0028,B02715,2026-04-06,2026-04-09,Returned
T00625,S0423,B04142,2025-04-10,2025-05-30,Late Return
T00626,S0354,B01886,2025-05-09,2025-06-23,Returned
T00627,S0520,B01640,2025-01-24,2026-05-23,Returned
T00628,S0883,B03400,2025-03-10,2026-08-12,Returned
T00629,S0824,B01036,2026-05-22,2026-05-25,Late Return
T00630,S0150,B02971,2025-10-07,2026-06-23,Returned
T00631,S0173,B02613,2025-02-25,2025-09-06,Issued
T00632,S0787,B00837,2025-07-03,2025-11-01,Issued
T00633,S0454,B04538,2025-06-03,2025-06-27,Returned
T00634,S0880,B01036,2025-04-29,2026-01-05,Issued
T00635,S0747,B01475,2026-04-21,2026-05-21,Issued
T00636,S0323,B02370,2026-01-24,2026-05-28,Late Return
T00637,S0927,B04180,2025-09-07,2026-08-02,Issued
T00638,S0985,B03183,2025-02-04,2026-05-14,Returned
T00639,S0800,B04367,2024-12-12,2026-07-27,Issued
T00640,S0360,B03760,2025-05-22,2026-03-24,Late Return
T00641,S0119,B00199,2024-07-20,2025-06-05,Returned
T00642,S0827,B04324,2025-03-31,2025-07-18,Returned
T00643,S0647,B02695,2025-02-28,2026-05-24,Late Return
T00644,S0397,B04372,2026-07-09,2026-07-20,Issued
T00645,S0428,B00139,2024-10-26,2026-06-16,Returned
T00646,S0379,B00623,2025-09-21,2026-07-12,Returned
T00647,S0839,B00980,2025-02-19,2026-06-23,Late Return
T00648,S0349,B03102,2025-09-10,2025-11-22,Returned
T00649,S0184,B04476,2025-06-07,2026-07-04,Issued
T00650,S0471,B03847,2026-06-18,2026-07-23,Issued
T00651,S0576,B00195,2025-06-10,2026-03-29,Returned
T00652,S0342,B00237,2026-03-08,2026-08-12,Returned
T00653,S0529,B03630,2025-12-24,2026-08-05,Returned
T00654,S0841,B02483,2024-11-10,2025-04-18,Late Return
T00655,S0588,B01872,2025-05-08,2026-02-22,Late Return
T00656,S0691,B00338,2025-08-10,2025-12-29,Returned
T00657,S0276,B03789,2026-02-06,2026-05-03,Issued
T00658,S0361,B02192,2026-03-28,2026-07-21,Issued
T00659,S0358,B01932,2025-04-04,2025-12-18,Late Return
T00660,S0762,B04939,2025-10-12,2026-03-19,Returned
T00661,S0676,B02097,2024-10-20,2025-09-29,Issued
T00662,S0902,B04986,2026-01-24,2026-07-09,Issued
T00663,S0588,B01713,2024-10-14,2025-08-08,Returned
T00664,S0169,B02064,2024-12-08,2025-08-11,Returned
T00665,S0984,B03332,2025-04-13,2026-08-09,Late Return
T00666,S0612,B01043,2026-05-21,2026-06-14,Late Return
T00667,S0227,B02687,2026-07-09,2026-08-13,Returned
T00668,S0862,B04080,2025-02-01,2025-12-20,Issued
T00669,S0790,B00234,2025-02-17,2025-10-02,Returned
T00670,S0077,B03560,2025-12-15,2026-04-22,Issued
T00671,S0792,B02819,2025-10-05,2026-05-03,Late Return
T00672,S0618,B01257,2025-10-06,2025-11-23,Issued
T00673,S0571,B04604,2025-08-30,2026-07-12,Late Return
T00674,S0869,B02365,2024-11-19,2025-11-17,Late Return
T00675,S0630,B02925,2025-02-09,2026-01-22,Returned
T00676,S0857,B03676,2025-02-14,2025-12-07,Late Return
T00677,S0317,B02988,2025-04-30,2026-07-20,Returned
T00678,S0175,B03574,2024-09-24,2025-12-11,Late Return
T00679,S0250,B04396,2025-01-26,2026-04-28,Late Return
T00680,S0028,B03059,2026-05-31,2026-08-15,Returned
T00681,S0618,B01686,2024-09-24,2026-06-27,Late Return
T00682,S0463,B02565,2024-08-28,2025-07-02,Returned
T00683,S0104,B03087,2024-07-21,2025-08-01,Issued
T00684,S0275,B04515,2024-08-17,2024-10-19,Returned
T00685,S0547,B00124,2026-06-26,2026-08-06,Late Return
T00686,S0628,B00329,2025-03-19,2025-05-08,Late Return
T00687,S0557,B01867,2026-06-17,2026-07-16,Returned
T00688,S0528,B02373,2025-09-30,2026-02-10,Late Return
T00689,S0319,B04883,2026-01-17,2026-04-20,Returned
T00690,S0957,B00034,2025-12-06,2026-06-18,Returned
T00691,S0300,B02583,2025-04-19,2025-12-13,Returned
T00692,S0870,B02598,2025-06-02,2025-08-30,Returned
T00693,S0477,B01364,2024-12-13,2026-07-17,Issued
T00694,S0229,B00481,2024-09-02,2025-05-24,Late Return
T00695,S0730,B04276,2026-03-24,2026-08-09,Issued
T00696,S0546,B02522,2025-11-08,2026-04-13,Late Return
T00697,S0488,B01077,2025-05-26,2026-01-21,Late Return
T00698,S0729,B04556,2026-02-08,2026-02-23,Issued
T00699,S0114,B02958,2026-06-13,2026-07-11,Returned
T00700,S0809,B00531,2025-09-28,2026-05-05,Issued
T00701,S0054,B00053,2024-12-24,2026-04-25,Late Return
T00702,S0977,B03092,2024-10-03,2025-03-06,Late Return
T00703,S0769,B02337,2025-11-03,2026-05-30,Returned
T00704,S0742,B02931,2025-08-02,2025-12-14,Returned
T00705,S0730,B00775,2024-08-10,2024-09-04,Returned
T00706,S0909,B00588,2025-03-05,2025-07-02,Returned
T00707,S0062,B04124,2024-10-22,2026-07-27,Issued
T00708,S0462,B01162,2026-01-12,2026-04-05,Returned
T00709,S0873,B03230,2025-11-07,2026-08-13,Returned
T00710,S0300,B00427,2025-06-29,2025-12-28,Issued
T00711,S0983,B03417,2025-04-19,2026-05-06,Late Return
T00712,S0397,B03093,2025-09-07,2026-01-07,Returned
T00713,S0339,B04913,2024-07-27,2026-06-15,Issued
T00714,S0721,B00627,2024-12-26,2026-02-15,Issued
T00715,S0910,B04238,2025-04-29,2025-10-02,Issued
T00716,S0296,B00781,2024-07-27,2025-10-20,Returned
T00717,S0090,B02999,2024-12-06,2025-03-26,Late Return
T00718,S0927,B01093,2025-12-25,2026-06-20,Late Return
T00719,S0681,B02126,2026-05-12,2026-07-22,Returned
T00720,S0595,B00269,2025-03-11,2025-07-12,Late Return
T00721,S0478,B02396,2026-02-15,2026-02-15,Late Return
T00722,S0858,B03820,2026-03-23,2026-03-27,Returned
T00723,S0455,B00238,2024-08-24,2025-03-11,Returned
T00724,S0672,B00507,2024-10-29,2025-10-18,Issued
T00725,S0901,B03917,2025-06-23,2026-07-28,Issued
T00726,S0697,B03075,2025-10-07,2025-12-10,Returned
T00727,S0931,B04439,2025-09-04,2026-03-12,Issued
T00728,S0486,B00080,2024-10-18,2025-10-13,Late Return
T00729,S0424,B00868,2025-07-21,2026-05-01,Issued
T00730,S0801,B01252,2026-04-14,2026-07-31,Issued
T00731,S0680,B04038,2025-09-28,2025-10-27,Returned
T00732,S0653,B02139,2024-12-05,2025-10-15,Late Return
T00733,S0892,B04235,2025-10-28,2026-03-12,Issued
T00734,S0375,B04922,2025-06-30,2025-12-21,Late Return
T00735,S0230,B04831,2025-08-05,2025-09-21,Late Return
T00736,S0283,B03337,2026-01-17,2026-04-03,Returned
T00737,S0944,B02477,2026-05-22,2026-06-19,Late Return
T00738,S0747,B03136,2025-11-08,2026-02-01,Issued
T00739,S0520,B03584,2026-03-31,2026-05-19,Late Return
T00740,S0947,B03826,2025-02-13,2026-02-06,Returned
T00741,S0859,B03516,2024-08-25,2026-01-23,Late Return
T00742,S0409,B00379,2025-03-27,2026-04-13,Late Return
T00743,S0124,B02568,2026-06-13,2026-08-09,Late Return
T00744,S0763,B02680,2025-01-22,2026-04-18,Late Return
T00745,S0339,B02356,2025-09-23,2026-02-10,Late Return
T00746,S0463,B01554,2025-11-20,2026-02-16,Late Return
T00747,S0654,B00932,2024-09-16,2026-06-15,Returned
T00748,S0090,B03168,2024-11-08,2025-05-02,Returned
T00749,S0127,B04457,2026-05-28,2026-07-31,Issued
T00750,S0623,B00271,2025-09-24,2026-06-10,Issued
T00751,S0701,B00243,2025-03-05,2025-07-06,Late Return
T00752,S0659,B04792,2025-07-22,2026-07-07,Returned
T00753,S0470,B03583,2024-08-24,2025-08-16,Late Return
T00754,S0128,B04043,2025-12-23,2026-04-29,Issued
T00755,S0970,B02913,2025-02-19,2026-08-06,Late Return
T00756,S0956,B01504,2026-02-15,2026-06-17,Late Return
T00757,S0876,B04508,2025-11-01,2026-01-01,Returned
T00758,S0546,B03369,2025-02-07,2026-01-15,Issued
T00759,S0522,B04159,2025-02-24,2026-01-20,Late Return
T00760,S0415,B01154,2025-07-20,2025-10-18,Late Return
T00761,S0136,B00013,2025-02-02,2025-10-20,Returned
T00762,S0100,B00023,2026-01-28,2026-05-16,Issued
T00763,S0547,B02133,2024-07-18,2026-04-15,Issued
T00764,S0169,B04575,2024-12-15,2025-06-07,Issued
T00765,S0649,B03425,2024-11-02,2025-08-23,Late Return
T00766,S0800,B00076,2025-11-08,2026-05-19,Issued
T00767,S0657,B02575,2025-01-09,2025-07-03,Late Return
T00768,S0175,B04160,2025-12-10,2026-05-26,Returned
T00769,S0872,B02669,2025-05-05,2026-04-12,Late Return
T00770,S0120,B01422,2025-04-06,2026-05-16,Returned
T00771,S0237,B04895,2025-08-10,2026-03-11,Issued
T00772,S0350,B02897,2025-05-10,2026-03-11,Issued
T00773,S0176,B02365,2025-10-27,2026-05-07,Issued
T00774,S0285,B03660,2026-05-27,2026-07-31,Issued
T00775,S0140,B02763,2025-12-09,2026-04-03,Returned
T00776,S0700,B02106,2024-08-07,2025-04-30,Late Return
T00777,S0427,B00471,2025-01-09,2025-06-27,Returned
T00778,S0568,B01181,2025-06-20,2026-01-28,Late Return
T00779,S0740,B04131,2026-05-04,2026-07-25,Returned
T00780,S0723,B00979,2025-07-30,2026-01-09,Late Return
T00781,S0013,B01387,2025-09-02,2026-02-18,Late Return
T00782,S0879,B01618,2025-09-12,2026-03-01,Returned
T00783,S0340,B00330,2024-12-04,2026-03-27,Issued
T00784,S0299,B04396,2025-03-31,2025-04-01,Returned
T00785,S0075,B00220,2025-10-27,2026-04-19,Returned
T00786,S0366,B00257,2026-03-10,2026-07-12,Late Return
T00787,S0965,B02416,2024-08-12,2026-07-10,Issued
T00788,S0946,B01365,2026-05-30,2026-07-27,Returned
T00789,S0351,B00216,2025-11-04,2026-02-01,Returned
T00790,S0031,B01658,2025-09-07,2026-08-04,Returned
T00791,S0649,B01739,2024-10-15,2025-11-16,Returned
T00792,S0470,B02928,2026-01-31,2026-08-10,Issued
T00793,S0763,B00990,2025-08-19,2026-02-22,Late Return
T00794,S0159,B02661,2024-09-17,2026-04-08,Issued
T00795,S0380,B01301,2025-12-24,2026-05-20,Issued
T00796,S0421,B01764,2026-02-22,2026-08-09,Issued
T00797,S0902,B01361,2025-03-10,2026-02-01,Issued
T00798,S0708,B00543,2024-12-25,2025-10-03,Issued
T00799,S0296,B00376,2024-12-09,2025-01-27,Late Return
T00800,S0053,B03645,2025-12-30,2026-07-09,Returned
T00801,S0761,B03089,2025-09-02,2026-04-08,Issued
T00802,S0835,B02902,2025-01-11,2025-05-14,Issued
T00803,S0723,B03736,2025-06-20,2025-10-21,Issued
T00804,S0504,B03558,2024-08-05,2026-08-01,Issued
T00805,S0902,B00363,2024-07-29,2024-10-11,Issued
T00806,S0247,B02912,2025-12-04,2026-01-20,Issued
T00807,S0567,B04114,2024-12-06,2024-12-18,Late Return
T00808,S0894,B00600,2025-10-27,2026-07-19,Issued
T00809,S0498,B04861,2025-05-24,2026-04-27,Issued
T00810,S0540,B01878,2024-10-27,2025-02-16,Late Return
T00811,S0867,B04063,2025-01-15,2025-05-16,Late Return
T00812,S0040,B04736,2026-04-06,2026-04-13,Late Return
T00813,S0980,B02163,2026-07-07,2026-08-07,Returned
T00814,S0543,B02752,2025-02-18,2025-05-21,Returned
T00815,S0623,B01111,2025-11-14,2026-08-04,Late Return
T00816,S0859,B02250,2024-12-18,2025-12-29,Issued
T00817,S0800,B02716,2025-11-04,2026-01-05,Issued
T00818,S0527,B01270,2024-09-10,2026-03-24,Returned
T00819,S0049,B01692,2025-11-06,2026-03-19,Returned
T00820,S0613,B03892,2025-06-10,2026-01-29,Issued
T00821,S0962,B00317,2024-10-24,2026-06-02,Returned
T00822,S0044,B04073,2025-09-02,2026-02-11,Issued
T00823,S0645,B01379,2024-12-22,2025-08-18,Late Return
T00824,S0857,B04051,2026-01-05,2026-06-26,Issued
T00825,S0060,B03505,2025-06-23,2025-08-18,Late Return
T00826,S0973,B04498,2024-12-22,2025-10-09,Returned
T00827,S0349,B00799,2026-04-05,2026-04-30,Late Return
T00828,S0307,B04420,2025-10-25,2026-01-28,Issued
T00829,S0094,B03891,2024-11-28,2025-07-01,Late Return
T00830,S0307,B01151,2024-12-04,2026-07-20,Late Return
T00831,S0110,B03894,2025-02-19,2026-04-27,Issued
T00832,S0270,B04922,2025-02-06,2026-05-08,Returned
T00833,S0589,B00877,2026-02-04,2026-05-10,Returned
T00834,S0522,B03610,2026-02-02,2026-03-06,Returned
T00835,S0723,B03147,2025-06-26,2026-08-13,Late Return
T00836,S0941,B04526,2025-03-25,2026-03-15,Late Return
T00837,S0102,B01781,2026-06-14,2026-07-28,Issued
T00838,S0035,B04588,2024-09-06,2026-06-09,Issued
T00839,S0445,B01318,2025-08-14,2026-03-21,Late Return
T00840,S0878,B03034,2025-02-06,2025-10-25,Returned
T00841,S0460,B02514,2024-11-12,2026-04-14,Issued
T00842,S0316,B03245,2026-05-08,2026-08-08,Returned
T00843,S0642,B04147,2025-08-21,2025-11-24,Returned
T00844,S0695,B00337,2025-06-12,2026-05-27,Returned
T00845,S0827,B01333,2025-08-29,2025-12-18,Issued
T00846,S0997,B02602,2025-03-08,2025-07-25,Late Return
T00847,S0218,B02433,2026-03-17,2026-04-08,Issued
T00848,S0241,B00525,2024-08-02,2024-08-19,Late Return
T00849,S0160,B00105,2024-11-18,2026-05-07,Late Return
T00850,S0071,B03388,2025-12-09,2026-01-29,Issued
T00851,S0450,B03880,2024-11-19,2025-04-14,Returned
T00852,S0511,B00601,2025-09-07,2026-06-19,Issued
T00853,S0227,B03720,2026-04-23,2026-08-02,Issued
T00854,S0986,B04892,2026-07-08,2026-07-16,Returned
T00855,S0050,B03539,2025-01-31,2025-11-16,Issued
T00856,S0641,B02874,2024-12-14,2026-04-30,Returned
T00857,S0209,B01583,2026-01-24,2026-06-02,Issued
T00858,S0397,B03979,2025-04-21,2025-06-13,Late Return
T00859,S0951,B01287,2025-05-09,2026-06-02,Late Return
T00860,S0828,B04971,2025-08-12,2026-07-18,Issued
T00861,S0370,B03553,2026-03-19,2026-07-18,Returned
T00862,S0950,B04292,2025-03-14,2026-05-21,Late Return
T00863,S0169,B01246,2024-10-02,2025-02-26,Returned
T00864,S0736,B03929,2026-02-10,2026-06-26,Issued
T00865,S0376,B03972,2025-01-04,2025-03-28,Returned
T00866,S0235,B03032,2026-03-24,2026-06-09,Returned
T00867,S0305,B02773,2024-10-17,2025-03-23,Returned
T00868,S0350,B02282,2025-09-09,2026-08-11,Issued
T00869,S0690,B00096,2026-01-24,2026-02-16,Issued
T00870,S0999,B00174,2025-02-10,2025-10-17,Issued
T00871,S0786,B02694,2025-12-10,2026-08-03,Issued
T00872,S0612,B00226,2025-02-18,2026-04-14,Returned
T00873,S0104,B02864,2024-10-17,2025-02-02,Issued
T00874,S0086,B00459,2025-09-17,2026-01-08,Returned
T00875,S0482,B01532,2026-03-18,2026-06-20,Issued
