book_id,book_name,author,publisher,publication_year
B00569,Data Structures,Goodfellow,Wiley,2021
B00570,Database Management Systems,Ross,McGraw Hill,2015
B00571,Python Programming,Sutton,Wiley,2016
B00572,Data Mining,Galvin,Oxford,2010
B00573,Computer Networks,Sutton,McGraw Hill,2023
B00574,Discrete Mathematics,Cormen,Wiley,2015
B00575,Artificial Intelligence,Ross,McGraw Hill,2020
B00576,Software Engineering,James,Wiley,2014
B00577,Artificial Intelligence,Cormen,McGraw Hill,2010
B00578,Database Management Systems,Galvin,Springer,2023
B00579,Data Mining,Sutton,Pearson,2024
B00580,Algorithms,James,Pearson,2022
B00581,Algorithms,Sutton,Wiley,2022
B00582,Microprocessors,Sutton,Pearson,2017
B00583,Data Mining,Silberschatz,Oxford,2016
B00584,Big Data,James,Wiley,2015
B00585,Deep Learning,Korth,Springer,2017
B00586,Big Data,Sutton,Wiley,2024
B00587,Operating Systems,Galvin,Pearson,2012
B00588,Deep Learning,James,Springer,2018
B00589,Data Mining,Tanenbaum,Wiley,2025
B00590,Software Engineering,Stallings,Wiley,2019
B00591,Cyber Security,Korth,Pearson,2015
B00592,Software Engineering,Goodfellow,Oxford,2020
B00593,Data Structures,Korth,McGraw Hill,2024
B00594,Compiler Design,Cormen,Oxford,2018
B00595,Data Mining,Ross,Wiley,2010
B00596,Database Management Systems,Tanenbaum,McGraw Hill,2013
B00597,Data Mining,Korth,Oxford,2014
B00598,Compiler Design,Korth,Oxford,2023
B00599,Software Engineering,Goodfellow,Springer,2014
B00600,Microprocessors,Cormen,Springer,2013
B00601,Database Management Systems,Silberschatz,Oxford,2010
B00602,Software Engineering,Ross,Springer,2022
B00603,Deep Learning,Sutton,Springer,2014
B00604,Algorithms,Sutton,Springer,2019
B00605,Python Programming,Galvin,Oxford,2017
B00606,Software Engineering,Stallings,Pearson,2026
B00607,Artificial Intelligence,Ross,Wiley,2016
B00608,Statistics,Silberschatz,Springer,2016
B00609,Digital Logic,Stallings,McGraw Hill,2016
B00610,Python Programming,Tanenbaum,McGraw Hill,2015
B00611,Deep Learning,James,Wiley,2024
B00612,Java Programming,Sutton,Springer,2024
B00613,Database Management Systems,Galvin,Pearson,2014
B00614,Computer Networks,Stallings,Wiley,2026
B00615,Compiler Design,Silberschatz,Wiley,2018
B00616,Digital Logic,Silberschatz,Pearson,2010
B00617,Computer Networks,Sutton,Springer,2013
B00618,Artificial Intelligence,Ross,Springer,2023
B00619,Java Programming,Tanenbaum,McGraw Hill,2016
B00620,Software Engineering,Silberschatz,Pearson,2018
B00621,Data Structures,Tanenbaum,Wiley,2018
B00622,Deep Learning,Ross,Springer,2017
B00623,Big Data,Galvin,Pearson,2012
B00624,Java Programming,Silberschatz,Wiley,2015
B00625,Java Programming,Goodfellow,McGraw Hill,2010
B00626,Java Programming,Galvin,Oxford,2021
B00627,Data Mining,Cormen,Pearson,2021
B00628,Computer Networks,Korth,McGraw Hill,2018
B00629,Discrete Mathematics,Galvin,Wiley,2022
B00630,Algorithms,Korth,Wiley,2019
B00631,Microprocessors,Stallings,Springer,2020
B00632,Big Data,Cormen,Wiley,2026
B00633,Data Mining,Korth,Springer,2015
B00634,Data Structures,Goodfellow,McGraw Hill,2022
B00635,Big Data,Goodfellow,Springer,2017
B00636,Machine Learning,Galvin,Pearson,2010
B00637,Compiler Design,Galvin,Wiley,2026
B00638,Machine Learning,Tanenbaum,Pearson,2016
B00639,Compiler Design,Sutton,Wiley,2011
B00640,Microprocessors,Silberschatz,Oxford,2026
B00641,Cyber Security,Cormen,Oxford,2013
B00642,Cloud Computing,Sutton,Oxford,2022
B00643,Cyber Security,Silberschatz,Oxford,2022
B00644,Big Data,James,Oxford,2011
B00645,Machine Learning,Tanenbaum,Oxford,2011
B00646,Statistics,Cormen,Oxford,2018
B00647,Deep Learning,Silberschatz,McGraw Hill,2012
B00648,Cloud Computing,Cormen,Pearson,2025
B00649,Big Data,Korth,McGraw Hill,2019
B00650,Database Management Systems,Cormen,Oxford,2023
B00651,Cyber Security,Tanenbaum,Pearson,2015
B00652,Computer Networks,Cormen,Springer,2015
B00653,Data Structures,Tanenbaum,McGraw Hill,2022
B00654,Compiler Design,Galvin,Wiley,2026
B00655,Machine Learning,Galvin,Pearson,2016
B00656,Database Management Systems,Goodfellow,Pearson,2025
B00657,Compiler Design,Silberschatz,Pearson,2017
B00658,Compiler Design,Goodfellow,McGraw Hill,2016
B00659,Cyber Security,James,Wiley,2011
B00660,Big Data,Ross,Pearson,2026
B00661,Java Programming,James,Wiley,2011
B00662,Artificial Intelligence,Stallings,Springer,2010
B00663,Machine Learning,Galvin,McGraw Hill,2016
B00664,Operating Systems,Tanenbaum,Springer,2020
B00665,Cloud Computing,Goodfellow,McGraw Hill,2014
B00666,Machine Learning,Stallings,Oxford,2010
B00667,Discrete Mathematics,James,Oxford,2014
B00668,Software Engineering,Korth,Oxford,2012
B00669,Operating Systems,Ross,McGraw Hill,2022
B00670,Database Management Systems,Cormen,Oxford,2018
B00671,Data Structures,Galvin,Oxford,2022
B00672,Statistics,Goodfellow,Oxford,2015
B00673,Python Programming,Korth,Pearson,2013
B00674,Python Programming,Goodfellow,McGraw Hill,2019
B00675,Computer Networks,Korth,McGraw Hill,2014
B00676,Cloud Computing,James,Springer,2024
B00677,Python Programming,Cormen,Springer,2021
B00678,Database Management Systems,Korth,McGraw Hill,2024
B00679,Compiler Design,James,Wiley,2022
B00680,Algorithms,Stallings,Oxford,2017
B00681,Microprocessors,James,Oxford,2011
B00682,Discrete Mathematics,Silberschatz,Wiley,2011
B00683,Big Data,Sutton,McGraw Hill,2014
B00684,Data Structures,Korth,Wiley,2021
B00685,Machine Learning,Galvin,Pearson,2022
B00686,Operating Systems,Goodfellow,Wiley,2025
B00687,Database Management Systems,Stallings,McGraw Hill,2025
B00688,Cyber Security,Korth,Pearson,2013
B00689,Operating Systems,Sutton,Pearson,2025
B00690,Python Programming,Korth,Pearson,2026
B00691,Java Programming,Tanenbaum,Springer,2021
B00692,Digital Logic,Goodfellow,Wiley,2018
B00693,Computer Networks,Sutton,Springer,2010
B00694,Python Programming,Stallings,Pearson,2017
B00695,Java Programming,Silberschatz,Oxford,2020
B00696,Digital Logic,James,Oxford,2010
B00697,Microprocessors,Ross,Pearson,2024
B00698,Microprocessors,Korth,Springer,2014
B00699,Cyber Security,Stallings,McGraw Hill,2016
B00700,Software Engineering,Tanenbaum,Springer,2010
B00701,Artificial Intelligence,Tanenbaum,Pearson,2023
B00702,Microprocessors,Goodfellow,Pearson,2013
B00703,Python Programming,Tanenbaum,Wiley,2024
B00704,Machine Learning,Sutton,Oxford,2013
B00705,Software Engineering,James,McGraw Hill,2023
B00706,Algorithms,Galvin,Pearson,2023
B00707,Statistics,Ross,Pearson,2015
B00708,Artificial Intelligence,Korth,Pearson,2010
B00709,Software Engineering,James,Wiley,2013
B00710,Compiler Design,Galvin,Wiley,2015
B00711,Computer Networks,Goodfellow,Wiley,2010
B00712,Java Programming,Cormen,Springer,2023
B00713,Software Engineering,Korth,Pearson,2026
B00714,Computer Networks,Galvin,McGraw Hill,2025
B00715,Java Programming,Ross,Oxford,2016
B00716,Cloud Computing,Goodfellow,Wiley,2016
B00717,Microprocessors,Cormen,Wiley,2011
B00718,Machine Learning,Silberschatz,Oxford,2018
B00719,Compiler Design,Cormen,Pearson,2012
B00720,Data Mining,Cormen,McGraw Hill,2014
B00721,Big Data,Korth,Pearson,2012
B00722,Discrete Mathematics,Ross,Wiley,2020
B00723,Deep Learning,James,Pearson,2011
B00724,Big Data,Sutton,Oxford,2010
B00725,Cyber Security,Goodfellow,Wiley,2018
B00726,Computer Networks,Tanenbaum,Pearson,2012
B00727,Discrete Mathematics,Ross,Wiley,2023
B00728,Data Mining,Korth,Oxford,2020
B00729,Discrete Mathematics,James,Oxford,2013
B00730,Big Data,Ross,Springer,2011
B00731,Data Mining,Sutton,McGraw Hill,2018
B00732,Cyber Security,Tanenbaum,Pearson,2020
B00733,Big Data,Galvin,Pearson,2013
B00734,Software Engineering,Goodfellow,Pearson,2014
B00735,Statistics,Cormen,Springer,2015
B00736,Computer Networks,Sutton,Pearson,2023
B00737,Algorithms,Sutton,Oxford,2025
B00738,Operating Systems,Silberschatz,Pearson,2014
B00739,Statistics,Korth,Springer,2020
B00740,Cyber Security,Tanenbaum,McGraw Hill,2017
B00741,Java Programming,Sutton,Oxford,2025
B00742,Software Engineering,James,McGraw Hill,2019
B00743,Operating Systems,James,Wiley,2020
B00744,Computer Networks,Korth,Oxford,2016
B00745,Machine Learning,Goodfellow,Wiley,2017
B00746,Microprocessors,Silberschatz,Oxford,2022
B00747,Artificial Intelligence,Cormen,McGraw Hill,2015
B00748,Compiler Design,Stallings,Pearson,2013
B00749,Cyber Security,Sutton,Oxford,2010
B00750,Deep Learning,Cormen,Oxford,2026
B00751,Machine Learning,Stallings,Springer,2013
B00752,Operating Systems,Korth,Oxford,2024
B00753,Cyber Security,Tanenbaum,Pearson,2026
B00754,Machine Learning,Cormen,McGraw Hill,2022
B00755,Machine Learning,Korth,Wiley,2016
B00756,Data Structures,Sutton,Oxford,2018
B00757,Data Mining,Silberschatz,Springer,2016
B00758,Artificial Intelligence,Cormen,McGraw Hill,2013
B00759,Big Data,Korth,Oxford,2017
B00760,Digital Logic,Silberschatz,Wiley,2016
B00761,Artificial Intelligence,Goodfellow,Pearson,2015
B00762,Deep Learning,Galvin,Springer,2023
B00763,Database Management Systems,Cormen,Wiley,2017
B00764,Algorithms,Ross,Springer,2021
B00765,Software Engineering,James,McGraw Hill,2013
B00766,Discrete Mathematics,Silberschatz,Pearson,2024
B00767,Big Data,Tanenbaum,Pearson,2014
B00768,Software Engineering,Korth,Springer,2016
B00769,Big Data,Sutton,Wiley,2011
B00770,Python Programming,Galvin,McGraw Hill,2021
B00771,Big Data,James,Pearson,2011
B00772,Data Structures,Korth,McGraw Hill,2023
B00773,Machine Learning,Goodfellow,Oxford,2011
B00774,Microprocessors,Goodfellow,Wiley,2016
B00775,Computer Networks,Cormen,McGraw Hill,2023
B00776,Algorithms,Galvin,Springer,2022
B00777,Database Management Systems,Cormen,Oxford,2020
B00778,Discrete Mathematics,Ross,McGraw Hill,2016
B00779,Database Management Systems,Sutton,Pearson,2026
B00780,Software Engineering,Cormen,Springer,2023
B00781,Python Programming,Galvin,Pearson,2017
B00782,Microprocessors,Ross,Pearson,2017
B00783,Statistics,Cormen,Springer,2019
B00784,Digital Logic,Galvin,McGraw Hill,2010
B00785,Discrete Mathematics,James,Pearson,2024
B00786,Python Programming,Sutton,Pearson,2012
B00787,Software Engineering,Silberschatz,Pearson,2018
B00788,Software Engineering,Ross,Pearson,2018
B00789,Computer Networks,Sutton,Pearson,2020
B00790,Big Data,Galvin,Wiley,2010
B00791,Software Engineering,James,Pearson,2020
B00792,Operating Systems,Goodfellow,Springer,2026
B00793,Algorithms,Korth,Oxford,2016
B00794,Computer Networks,Ross,Pearson,2021
B00795,Data Structures,Goodfellow,McGraw Hill,2017
B00796,Cyber Security,Silberschatz,Springer,2014
B00797,Python Programming,James,McGraw Hill,2019
B00798,Computer Networks,Silberschatz,Oxford,2010
B00799,Software Engineering,Korth,Wiley,2025
B00800,Cloud Computing,Stallings,Oxford,2011
B00801,Discrete Mathematics,Cormen,Oxford,2011
B00802,Software Engineering,James,Oxford,2025
B00803,Data Structures,Korth,Wiley,2023
B00804,Python Programming,Tanenbaum,Pearson,2010
B00805,Data Mining,Ross,McGraw Hill,2016
B00806,Database Management Systems,Silberschatz,Wiley,2019
B00807,Software Engineering,Galvin,McGraw Hill,2023
B00808,Computer Networks,Tanenbaum,Oxford,2023
B00809,Digital Logic,Tanenbaum,Pearson,2011
B00810,Database Management Systems,Cormen,Pearson,2022
B00811,Data Mining,Galvin,Wiley,2016
B00812,Cyber Security,James,McGraw Hill,2017
B00813,Discrete Mathematics,Cormen,Springer,2025
B00814,Microprocessors,Tanenbaum,Pearson,2017
B00815,Computer Networks,Galvin,Pearson,2025
B00816,Statistics,Silberschatz,Springer,2019
B00817,Discrete Mathematics,Cormen,Pearson,2012
B00818,Algorithms,Galvin,Oxford,2024
B00819,Java Programming,Goodfellow,Oxford,2017
B00820,Python Programming,Cormen,Pearson,2013
B00821,Data Mining,Korth,Pearson,2026
B00822,Python Programming,Galvin,Oxford,2010
B00823,Database Management Systems,Goodfellow,Wiley,2018
B00824,Artificial Intelligence,Galvin,McGraw Hill,2025
B00825,Python Programming,James,McGraw Hill,2016
B00826,Microprocessors,Galvin,Wiley,2026
B00827,Discrete Mathematics,Goodfellow,Springer,2012
B00828,Python Programming,Ross,Pearson,2025
B00829,Deep Learning,Galvin,Pearson,2025
B00830,Software Engineering,Cormen,Oxford,2013
B00831,Cloud Computing,Cormen,Wiley,2025
B00832,Python Programming,Tanenbaum,Pearson,2020
B00833,Data Structures,Galvin,Pearson,2015
B00834,Data Mining,Sutton,Springer,2010
B00835,Data Structures,Goodfellow,McGraw Hill,2023
B00836,Algorithms,Galvin,Oxford,2026
B00837,Data Structures,Galvin,Springer,2018
B00838,Artificial Intelligence,Galvin,Wiley,2026
B00839,Discrete Mathematics,Galvin,McGraw Hill,2025
B00840,Data Mining,Stallings,Springer,2011
B00841,Algorithms,Cormen,Oxford,2012
B00842,Discrete Mathematics,Korth,Oxford,2023
B00843,Database Management Systems,Goodfellow,Springer,2012
B00844,Cyber Security,Sutton,Springer,2023
B00845,Database Management Systems,Sutton,McGraw Hill,2025
B00846,Machine Learning,Stallings,Oxford,2010
B00847,Algorithms,Cormen,Wiley,2023
B00848,Cloud Computing,Tanenbaum,McGraw Hill,2025
B00849,Machine Learning,Tanenbaum,Oxford,2019
B00850,Digital Logic,Ross,Wiley,2021
B00851,Digital Logic,Cormen,Springer,2016
B00852,Software Engineering,Korth,Oxford,2020
B00853,Cloud Computing,Korth,Wiley,2026
B00854,Microprocessors,Goodfellow,Springer,2010
B00855,Big Data,Ross,Pearson,2024
B00856,Discrete Mathematics,Korth,McGraw Hill,2010
B00857,Java Programming,Cormen,Wiley,2026
B00858,Microprocessors,Silberschatz,Pearson,2023
B00859,Cloud Computing,James,Wiley,2026
B00860,Data Mining,Cormen,Springer,2014
B00861,Java Programming,Galvin,Springer,2025
B00862,Database Management Systems,Cormen,McGraw Hill,2023
B00863,Database Management Systems,Korth,Pearson,2014
B00864,Java Programming,Ross,Springer,2017
B00865,Cyber Security,Korth,Springer,2011
B00866,Statistics,Sutton,Wiley,2017
B00867,Cloud Computing,Galvin,McGraw Hill,2018
B00868,Cloud Computing,James,Oxford,2025
B00869,Python Programming,Goodfellow,Wiley,2016
B00870,Database Management Systems,Goodfellow,Oxford,2019
B00871,Digital Logic,James,Pearson,2012
B00872,Digital Logic,Stallings,Oxford,2013
B00873,Java Programming,Goodfellow,McGraw Hill,2021
B00874,Statistics,Tanenbaum,Oxford,2020
B00875,Cloud Computing,Ross,Springer,2010
B00876,Cloud Computing,Goodfellow,Oxford,2020
B00877,Algorithms,Tanenbaum,McGraw Hill,2012
B00878,Data Mining,Silberschatz,Pearson,2011
B00879,Compiler Design,Ross,McGraw Hill,2015
B00880,Cloud Computing,Goodfellow,McGraw Hill,2021
B00881,Digital Logic,James,Springer,2020
B00882,Big Data,Sutton,Oxford,2023
B00883,Software Engineering,Silberschatz,Springer,2015
B00884,Data Mining,Korth,Wiley,2011
B00885,Big Data,Tanenbaum,Pearson,2023
B00886,Artificial Intelligence,Galvin,Springer,2026
B00887,Python Programming,Galvin,Pearson,2023
B00888,Cyber Security,Sutton,McGraw Hill,2019
B00889,Microprocessors,Sutton,Pearson,2022
B00890,Artificial Intelligence,Tanenbaum,Oxford,2010
B00891,Cyber Security,Sutton,Wiley,2012
B00892,Database Management Systems,Goodfellow,McGraw Hill,2017
B00893,Operating Systems,James,McGraw Hill,2019
B00894,Operating Systems,Korth,Wiley,2010
B00895,Compiler Design,James,Springer,2024
B00896,Artificial Intelligence,Stallings,Springer,2025
B00897,Algorithms,Stallings,Springer,2011
B00898,Deep Learning,James,Wiley,2011
B00899,Cyber Security,Goodfellow,Wiley,2026
B00900,Computer Networks,Sutton,Oxford,2026
B00901,Database Management Systems,Goodfellow,McGraw Hill,2012
B00902,Microprocessors,Korth,Oxford,2012
B00903,Microprocessors,Cormen,McGraw Hill,2010
B00904,Deep Learning,Silberschatz,Wiley,2015
B00905,Computer Networks,Stallings,Springer,2013
B00906,Operating Systems,Ross,Pearson,2012
B00907,Database Management Systems,Stallings,Oxford,2015
B00908,Compiler Design,Stallings,McGraw Hill,2026
B00909,Cyber Security,Korth,Springer,2011
B00910,Python Programming,Sutton,Pearson,2014
B00911,Java Programming,Sutton,McGraw Hill,2010
B00912,Cyber Security,Stallings,Wiley,2020
B00913,Database Management Systems,Korth,McGraw Hill,2011
B00914,Data Mining,James,Pearson,2014
B00915,Python Programming,Galvin,McGraw Hill,2020
B00916,Database Management Systems,Sutton,Wiley,2010
B00917,Statistics,Cormen,Springer,2023
B00918,Discrete Mathematics,Cormen,Wiley,2022
B00919,Software Engineering,Cormen,McGraw Hill,2016
B00920,Software Engineering,James,Pearson,2021
B00921,Database Management Systems,Ross,Wiley,2026
B00922,Big Data,Ross,McGraw Hill,2023
B00923,Statistics,Sutton,Pearson,2021
B00924,Data Structures,Cormen,Oxford,2026
B00925,Deep Learning,Galvin,McGraw Hill,2021
B00926,Digital Logic,Stallings,Pearson,2019
B00927,Operating Systems,Silberschatz,Wiley,2022
B00928,Compiler Design,Goodfellow,Oxford,2013
B00929,Algorithms,Sutton,Oxford,2018
B00930,Operating Systems,Sutton,Pearson,2019
B00931,Algorithms,Sutton,McGraw Hill,2022
B00932,Data Structures,Goodfellow,Springer,2020
B00933,Artificial Intelligence,Korth,Oxford,2013
B00934,Algorithms,Stallings,Oxford,2026
B00935,Machine Learning,Goodfellow,Oxford,2014
B00936,Software Engineering,Galvin,Oxford,2010
B00937,Computer Networks,Goodfellow,Pearson,2018
B00938,Cloud Computing,Stallings,McGraw Hill,2010
B00939,Statistics,Galvin,McGraw Hill,2022
B00940,Artificial Intelligence,James,Wiley,2022
B00941,Java Programming,Silberschatz,Oxford,2012
B00942,Artificial Intelligence,Goodfellow,Pearson,2023
B00943,Data Mining,Cormen,Pearson,2022
B00944,Microprocessors,Galvin,Pearson,2013
B00945,Cloud Computing,Galvin,Springer,2026
B00946,Operating Systems,Cormen,Oxford,2010
B00947,Operating Systems,Korth,Springer,2024
B00948,Big Data,James,Springer,2014
B00949,Java Programming,Cormen,McGraw Hill,2019
B00950,Cyber Security,Cormen,Oxford,2012
B00951,Artificial Intelligence,Cormen,Wiley,2021
B00952,Artificial Intelligence,Sutton,McGraw Hill,2014
B00953,Discrete Mathematics,Silberschatz,Oxford,2025
B00954,Data Mining,Goodfellow,Wiley,2010
B00955,Python Programming,James,McGraw Hill,2026
B00956,Data Mining,Tanenbaum,Wiley,2011
B00957,Microprocessors,Ross,Pearson,2014
B00958,Software Engineering,Silberschatz,Pearson,2011
B00959,Algorithms,Goodfellow,Oxford,2012
B00960,Artificial Intelligence,Cormen,McGraw Hill,2019
B00961,Data Structures,Korth,Wiley,2011
B00962,Java Programming,Korth,Wiley,2017
B00963,Microprocessors,James,Springer,2024
B00964,Data Mining,Galvin,Wiley,2014
B00965,Computer Networks,Goodfellow,Oxford,2013
B00966,Computer Networks,Tanenbaum,Oxford,2011
B00967,Discrete Mathematics,Sutton,Springer,2023
B00968,Operating Systems,Sutton,Oxford,2014
B00969,Compiler Design,Galvin,Oxford,2017
B00970,Data Structures,James,Springer,2017
B00971,Discrete Mathematics,Galvin,Pearson,2023
B00972,Database Management Systems,Silberschatz,Springer,2014
B00973,Software Engineering,Goodfellow,Springer,2023
B00974,Machine Learning,Stallings,Pearson,2014
B00975,Computer Networks,Stallings,Wiley,2012
B00976,Statistics,Cormen,Wiley,2026
B00977,Machine Learning,Goodfellow,McGraw Hill,2018
B00978,Software Engineering,Tanenbaum,McGraw Hill,2019
B00979,Data Structures,Ross,Wiley,2018
B00980,Python Programming,James,McGraw Hill,2015
B00981,Cyber Security,Galvin,Wiley,2017
B00982,Database Management Systems,Stallings,McGraw Hill,2015
B00983,Database Management Systems,Silberschatz,Springer,2014
B00984,Software Engineering,James,Oxford,2024
B00985,Computer Networks,Galvin,Pearson,2017
B00986,Python Programming,Stallings,Springer,2014
B00987,Database Management Systems,James,McGraw Hill,2013
